,A1,A2,D1,B1,B2,C1,C2
35976,-0.63,0.27,1.0,-1.33,-0.03,-1.21,-1.36
35977,0.69,-0.16,0.0,2.01,-0.13,2.22,1.88
35978,2.24,-0.36,1.0,1.81,0.49,1.21,2.3
35979,1.02,0.25,1.0,0.58,0.08,0.29,0.66
35980,2.24,1.42,1.0,2.37,-9.76,-7.39,-7.39
35981,3.77,0.69,1.0,4.48,2.37,5.44,6.85
35982,1.35,0.54,0.0,2.42,-0.44,1.75,1.98
35983,3.61,-2.59,1.0,1.0,6.35,7.57,7.36
35984,1.5,0.47,1.0,1.66,0.5,2.43,2.16
35985,1.3,0.14,1.0,2.25,-0.14,-0.34,2.11
35986,2.39,1.66,1.0,3.68,-4.95,-2.56,-1.27
35987,4.96,-0.64,1.0,4.47,-3.57,-0.81,0.9
35988,3.27,0.28,1.0,5.8,-0.68,5.38,5.12
35989,2.74,-1.55,1.0,0.79,3.95,2.99,4.75
35990,2.52,0.84,1.0,1.27,1.27,0.75,2.54
35991,2.37,-1.57,0.0,1.32,2.8,5.04,4.12
35992,3.12,1.95,1.0,7.08,-0.59,7.05,6.49
35993,2.26,-0.29,1.0,3.76,-0.7,1.61,3.06
35994,2.04,-0.8,1.0,1.12,2.0,4.25,3.13
35995,2.88,-0.35,1.0,3.17,-0.57,1.94,2.59
35996,2.47,0.34,1.0,3.17,0.55,3.73,3.72
35997,1.76,0.12,1.0,1.41,-0.14,1.42,1.27
35998,2.56,0.56,1.0,4.92,0.58,4.41,5.5
35999,2.51,-0.45,1.0,2.85,-0.16,0.85,2.69
36000,1.22,0.28,1.0,0.05,-0.25,-0.09,-0.19
36001,1.6,-1.62,1.0,-1.74,-0.45,-2.38,-2.18
36002,1.19,-2.39,0.0,-0.28,-5.65,-3.34,-5.92
36003,3.96,0.73,1.0,3.98,-1.39,1.9,2.59
36004,1.97,1.02,0.0,3.38,-1.43,1.65,1.95
36005,0.79,-1.28,0.0,-2.28,-0.2,-2.71,-2.48
36006,0.5,1.08,0.0,2.89,0.49,3.72,3.38
36007,1.4,-1.22,1.0,0.8,-0.22,0.55,0.57
36008,2.36,-0.56,1.0,1.74,0.9,3.19,2.64
36009,0.74,0.28,1.0,-0.21,-0.22,-0.12,-0.43
36010,2.02,-3.03,0.0,-2.19,0.02,-0.75,-2.17
36011,2.7,0.49,1.0,2.94,1.15,4.24,4.09
36012,0.67,0.43,1.0,2.55,-0.07,3.25,2.48
36013,2.9,0.48,1.0,3.18,0.08,3.38,3.26
36014,1.29,0.48,1.0,1.44,0.87,4.22,2.3
36015,0.62,-0.07,1.0,-0.79,-0.0,-2.06,-0.79
36016,0.11,0.78,1.0,0.22,0.08,0.13,0.3
36017,4.99,0.38,0.0,4.95,-2.96,0.88,1.98
36018,1.2,0.51,1.0,2.77,0.24,2.26,3.01
36019,1.65,1.29,1.0,3.81,1.75,5.47,5.55
36020,-0.01,-0.16,1.0,-0.21,0.0,-1.44,-0.21
36021,0.39,0.84,1.0,0.74,-0.17,-0.5,0.56
36022,1.08,0.29,0.0,0.49,-0.26,0.62,0.23
36023,-0.26,1.79,1.0,2.97,-0.64,3.46,2.33
36024,0.46,0.97,1.0,1.9,-0.05,2.19,1.85
36025,2.18,1.5,0.0,1.22,2.13,3.25,3.34
36026,1.56,-0.11,0.0,1.19,0.14,1.78,1.34
36027,0.42,-1.66,0.0,-2.85,-0.25,-3.81,-3.09
36028,0.96,0.02,1.0,-0.13,-0.0,-0.73,-0.13
36029,2.62,-0.47,1.0,1.25,-2.28,-0.33,-1.03
36030,1.53,0.03,0.0,0.75,-0.03,0.86,0.73
36031,0.77,-1.25,1.0,-0.65,0.4,0.32,-0.26
36032,3.59,-1.71,1.0,2.62,-4.47,-1.76,-1.85
36033,0.26,0.47,1.0,0.72,-0.17,1.13,0.56
36034,2.02,-0.92,1.0,-0.0,2.66,2.28,2.65
36035,2.39,0.8,1.0,2.04,3.51,6.52,5.55
36036,2.64,0.28,0.0,3.49,0.17,3.95,3.66
36037,2.0,-1.57,1.0,-0.6,2.79,1.3,2.19
36038,-0.62,-0.48,1.0,-1.53,0.5,-0.58,-1.03
36039,2.27,-0.61,1.0,0.51,-0.8,0.49,-0.29
36040,2.01,1.46,1.0,3.2,3.84,7.15,7.04
36041,2.7,-0.51,1.0,2.69,0.58,2.19,3.27
36042,0.38,1.58,1.0,2.99,0.63,4.25,3.62
36043,0.56,2.15,0.0,3.2,0.78,5.24,3.98
36044,2.51,-0.61,1.0,2.99,0.9,4.15,3.89
36045,1.0,-0.44,0.0,-0.55,-0.2,-1.04,-0.75
36046,0.8,-0.64,1.0,-1.7,-0.2,-1.04,-1.9
36047,0.8,0.19,1.0,1.7,0.29,3.37,1.99
36048,2.33,-1.96,1.0,-0.39,5.39,4.8,5.0
36049,2.03,0.19,1.0,0.93,0.06,2.66,0.99
36050,2.03,-0.3,0.0,1.83,-0.14,0.82,1.69
36051,4.56,0.63,1.0,6.3,-3.67,3.39,2.63
36052,1.97,-0.72,1.0,1.47,-2.57,-1.18,-1.1
36053,3.34,1.39,0.0,6.02,11.91,18.59,17.92
36054,2.57,-0.66,0.0,2.0,1.06,5.38,3.06
36055,2.38,0.62,1.0,1.66,-1.87,-0.99,-0.21
36056,2.84,-1.41,1.0,1.2,1.08,2.48,2.29
36057,1.16,-0.99,1.0,0.54,1.97,1.8,2.51
36058,3.4,0.7,1.0,5.36,0.67,5.11,6.03
36059,0.47,0.92,1.0,2.76,-0.74,2.98,2.02
36060,3.17,1.52,0.0,5.3,1.9,9.88,7.2
36061,1.18,0.45,1.0,2.7,0.95,4.67,3.64
36062,1.74,1.38,1.0,3.04,0.68,3.88,3.72
36063,2.78,0.91,0.0,2.87,0.16,2.61,3.03
36064,-0.17,-0.95,0.0,-1.87,-0.35,-1.67,-2.22
36065,0.01,0.69,0.0,0.46,-0.0,0.09,0.45
36066,1.42,-1.16,1.0,1.45,0.26,1.78,1.71
36067,0.9,-0.17,1.0,-0.07,-0.14,-0.69,-0.21
36068,3.39,-0.67,1.0,4.83,-0.72,2.74,4.11
36069,1.11,-0.93,1.0,0.9,-0.21,1.09,0.69
36070,1.57,1.86,0.0,4.62,0.03,4.62,4.65
36071,0.48,2.2,1.0,3.48,0.02,4.06,3.49
36072,1.78,-1.05,1.0,0.65,1.64,1.6,2.29
36073,2.51,0.24,1.0,3.05,0.11,3.79,3.16
36074,2.87,-0.38,0.0,2.35,2.09,4.56,4.44
36075,0.9,-0.14,1.0,0.95,0.22,0.83,1.17
36076,1.54,0.01,1.0,1.13,0.01,1.18,1.14
36077,3.47,-0.78,1.0,1.71,-1.35,1.39,0.36
36078,1.8,0.6,1.0,1.91,1.83,2.23,3.74
36079,2.18,-1.28,1.0,0.19,-3.02,-0.56,-2.83
36080,2.58,-0.14,1.0,2.33,0.14,3.66,2.47
36081,1.82,-1.66,1.0,0.66,-12.63,-12.78,-11.97
36082,1.98,0.61,1.0,1.01,-0.89,-0.67,0.12
36083,1.64,-0.69,1.0,-0.1,-1.46,-1.86,-1.56
36084,0.95,-0.56,1.0,-0.09,-0.16,-0.77,-0.25
36085,0.64,-1.84,1.0,-1.18,-1.02,-1.51,-2.2
36086,1.79,-0.68,1.0,2.29,1.49,4.41,3.78
36087,0.24,-0.48,1.0,0.17,-0.03,-1.54,0.14
36088,2.64,0.62,1.0,1.74,0.36,-0.3,2.09
36089,3.27,-0.49,1.0,2.92,-0.17,2.08,2.75
36090,0.81,0.69,1.0,0.64,0.05,0.52,0.69
36091,2.64,-1.86,1.0,0.41,1.79,1.85,2.19
36092,2.36,-0.23,1.0,2.47,-0.36,3.75,2.11
36093,0.08,-1.08,1.0,-2.17,-0.15,-1.69,-2.32
36094,2.65,1.83,1.0,3.72,-0.53,2.28,3.19
36095,1.93,0.02,1.0,2.49,-0.02,1.34,2.47
36096,1.92,-1.33,1.0,0.45,0.26,1.7,0.71
36097,1.38,0.34,1.0,2.02,-0.15,1.55,1.87
36098,0.77,-0.93,1.0,0.3,0.89,0.64,1.19
36099,0.45,0.78,1.0,3.05,-0.58,1.83,2.48
36100,1.43,-0.52,1.0,1.96,-1.53,-0.62,0.43
36101,1.59,-0.52,1.0,-0.41,0.83,0.95,0.42
36102,2.48,0.36,0.0,3.66,-1.72,2.3,1.94
36103,1.22,-1.45,1.0,0.81,1.13,0.94,1.94
36104,1.78,0.41,1.0,2.11,1.61,1.6,3.71
36105,2.7,0.24,1.0,4.19,-0.25,3.92,3.94
36106,3.06,0.73,1.0,5.93,2.12,7.16,8.06
36107,2.19,-0.24,1.0,2.05,-0.33,1.6,1.72
36108,2.81,1.01,1.0,4.16,4.04,7.32,8.2
36109,2.84,-0.5,1.0,1.93,1.93,3.55,3.86
36110,2.17,0.25,1.0,0.8,1.04,2.77,1.84
36111,2.85,-0.32,0.0,2.03,-1.15,1.79,0.87
36112,3.84,-0.26,1.0,1.12,-0.15,1.9,0.97
36113,3.18,-0.5,1.0,1.8,-2.36,-1.35,-0.56
36114,2.3,-1.74,1.0,0.54,1.22,-0.32,1.76
36115,2.33,0.89,1.0,3.87,1.1,4.48,4.97
36116,-0.76,-0.06,1.0,-1.77,0.04,-1.83,-1.73
36117,0.94,0.57,0.0,2.33,-0.37,3.37,1.96
36118,0.02,-0.95,0.0,-0.27,0.01,0.36,-0.25
36119,1.72,-1.59,1.0,-0.24,-3.18,-4.44,-3.42
36120,1.83,-0.47,1.0,1.78,-0.02,2.31,1.76
36121,2.21,-1.28,1.0,-0.09,1.25,0.0,1.15
36122,2.18,1.07,0.0,2.82,-0.05,3.5,2.77
36123,3.32,-1.56,1.0,1.67,2.35,4.1,4.02
36124,3.15,1.39,1.0,4.38,2.35,7.52,6.73
36125,1.85,-0.75,1.0,2.21,-1.13,0.87,1.09
36126,2.24,-0.71,1.0,2.34,2.07,6.14,4.4
36127,2.5,0.46,1.0,3.25,0.46,4.3,3.71
36128,2.14,0.19,1.0,2.12,0.01,2.8,2.12
36129,2.5,-1.03,1.0,2.13,1.91,3.78,4.03
36130,1.3,0.02,0.0,0.52,0.04,-0.38,0.57
36131,1.08,0.12,0.0,0.76,0.14,0.16,0.91
36132,2.6,-0.23,0.0,0.81,-1.2,-0.89,-0.39
36133,2.43,-0.69,1.0,1.83,0.42,4.01,2.25
36134,2.43,0.15,1.0,4.67,-0.18,5.1,4.48
36135,1.76,0.56,1.0,2.0,0.87,1.93,2.88
36136,1.39,1.09,1.0,2.79,-1.68,0.31,1.11
36137,1.51,2.3,1.0,3.46,-7.61,-4.39,-4.14
36138,0.95,-1.23,1.0,-0.79,-0.79,-1.5,-1.58
36139,2.37,-0.12,0.0,1.72,0.02,0.88,1.73
36140,1.01,1.72,1.0,1.95,1.61,2.89,3.55
36141,0.38,-1.24,1.0,0.98,0.17,0.29,1.15
36142,1.46,-0.31,1.0,1.0,0.26,0.39,1.26
36143,2.05,0.07,1.0,1.32,-0.15,1.26,1.17
36144,0.65,-0.93,1.0,1.45,-0.22,1.47,1.23
36145,0.3,0.16,1.0,0.67,0.01,-0.18,0.68
36146,1.78,-0.43,0.0,1.64,0.55,3.09,2.19
36147,2.9,-1.3,1.0,-0.33,-2.18,-1.05,-2.51
36148,1.45,0.14,1.0,0.52,-0.42,-0.08,0.1
36149,2.67,1.03,1.0,3.5,-2.02,1.7,1.49
36150,2.89,2.29,0.0,6.01,-4.35,1.13,1.66
36151,1.88,-1.74,1.0,-1.32,2.49,3.05,1.17
36152,2.75,0.3,1.0,1.03,-1.31,-0.32,-0.28
36153,2.85,-0.0,1.0,1.81,0.01,1.61,1.82
36154,0.21,0.6,1.0,2.57,-0.02,2.5,2.56
36155,1.75,0.66,1.0,1.64,2.01,3.79,3.65
36156,0.95,0.46,1.0,2.92,0.11,2.98,3.03
36157,2.65,0.27,1.0,3.85,-1.07,2.74,2.78
36158,1.7,-0.65,0.0,1.62,0.12,1.88,1.75
36159,3.44,1.63,1.0,5.87,-4.97,0.34,0.9
36160,3.44,0.2,1.0,4.32,-0.47,5.63,3.86
36161,1.97,-1.18,1.0,1.18,-0.66,-0.41,0.52
36162,2.38,0.57,1.0,3.27,-0.04,2.61,3.23
36163,0.43,0.64,1.0,1.15,-0.5,1.72,0.64
36164,1.21,-0.41,1.0,2.38,0.15,3.05,2.53
36165,0.25,-0.14,1.0,-0.56,-0.03,-0.8,-0.6
36166,1.22,0.82,1.0,1.66,0.43,2.93,2.09
36167,1.27,0.1,0.0,0.36,0.03,-0.28,0.38
36168,2.65,0.26,1.0,2.44,-1.56,1.09,0.88
36169,1.17,-1.13,1.0,0.47,-1.49,-1.62,-1.01
36170,0.88,-0.67,1.0,-1.25,-0.15,0.23,-1.4
36171,2.67,0.92,1.0,3.9,1.11,6.41,5.02
36172,3.0,1.2,1.0,6.09,1.6,7.02,7.69
36173,1.94,-1.2,1.0,0.09,-2.83,-3.05,-2.74
36174,1.75,0.22,1.0,1.44,1.01,3.04,2.45
36175,3.31,-1.08,1.0,1.76,0.05,1.57,1.8
36176,2.54,0.16,0.0,2.56,-0.45,-0.21,2.11
36177,2.77,1.19,0.0,2.6,-0.81,2.78,1.79
36178,3.32,0.86,1.0,3.41,-2.7,0.33,0.71
36179,4.49,-0.77,0.0,3.47,-0.88,3.35,2.59
36180,3.58,0.05,1.0,3.96,0.29,3.35,4.25
36181,2.18,-0.26,1.0,1.12,0.29,0.73,1.41
36182,1.91,0.93,1.0,4.22,-2.18,0.83,2.05
36183,0.93,0.56,1.0,1.06,0.2,-0.11,1.26
36184,2.05,-0.14,1.0,1.74,0.4,2.56,2.13
36185,2.86,-0.31,0.0,3.31,-1.26,4.43,2.05
36186,3.87,-0.36,1.0,4.11,0.99,5.19,5.11
36187,1.6,-1.74,1.0,-0.87,-3.94,-4.49,-4.81
36188,0.57,0.85,0.0,1.42,0.64,2.64,2.05
36189,2.89,-1.29,1.0,3.05,-0.25,2.52,2.8
36190,1.46,0.81,0.0,1.4,0.48,0.75,1.88
36191,1.76,-1.33,1.0,-0.8,0.41,0.05,-0.39
36192,1.89,-0.2,1.0,0.03,-0.73,0.48,-0.69
36193,1.72,1.27,1.0,4.08,-0.33,3.94,3.75
36194,2.79,0.33,1.0,2.62,-0.85,1.28,1.77
36195,-0.05,0.26,1.0,-0.24,-0.02,1.52,-0.27
36196,2.12,-0.86,1.0,1.27,0.97,2.01,2.24
36197,2.32,0.36,1.0,3.27,0.95,6.11,4.21
36198,1.15,-1.04,1.0,-0.46,2.19,1.72,1.73
36199,2.94,0.18,1.0,3.28,-0.36,2.76,2.91
36200,2.39,0.12,1.0,2.18,-0.34,1.67,1.84
36201,1.42,0.05,1.0,2.5,0.06,3.0,2.56
36202,1.46,0.94,1.0,1.32,-1.55,0.97,-0.23
36203,4.53,-0.83,1.0,3.59,2.17,6.12,5.76
36204,0.24,2.37,0.0,3.97,0.63,4.12,4.6
36205,1.81,-0.21,1.0,0.61,0.51,2.44,1.12
36206,2.03,0.19,1.0,1.16,0.22,2.02,1.38
36207,2.26,-0.63,1.0,1.88,0.56,3.25,2.44
36208,0.32,1.55,0.0,2.55,0.32,2.41,2.88
36209,2.69,-2.12,1.0,0.54,0.91,2.54,1.45
36210,3.21,0.84,1.0,3.78,2.42,6.72,6.2
36211,0.85,1.53,1.0,1.76,0.43,2.41,2.19
36212,0.71,0.07,0.0,1.41,0.0,0.44,1.41
36213,1.51,-1.04,1.0,1.49,-0.93,0.77,0.56
36214,2.04,-1.72,1.0,0.05,-1.27,-3.06,-1.22
36215,0.74,0.58,1.0,-0.03,0.6,-2.32,0.56
36216,1.74,1.0,1.0,3.42,0.29,4.54,3.7
36217,2.84,1.45,0.0,3.82,0.94,3.94,4.76
36218,3.84,-0.86,1.0,4.25,2.95,7.6,7.2
36219,1.39,0.6,1.0,0.46,-0.19,1.3,0.27
36220,1.14,0.08,1.0,0.6,-0.0,-0.6,0.59
36221,1.71,-0.73,1.0,1.04,0.92,0.17,1.96
36222,1.08,-0.97,1.0,1.57,0.38,1.04,1.95
36223,1.21,-0.95,1.0,-0.29,-2.09,-3.06,-2.38
36224,1.92,-1.53,0.0,2.31,3.37,4.96,5.68
36225,1.19,-1.06,1.0,1.71,0.01,2.73,1.71
36226,2.03,-0.32,1.0,-0.04,0.39,-0.23,0.35
36227,2.96,1.45,1.0,4.45,-4.73,-1.11,-0.28
36228,2.27,-0.48,1.0,2.1,0.28,3.07,2.37
36229,2.57,0.15,0.0,2.97,0.48,2.82,3.45
36230,2.73,0.04,1.0,3.12,0.02,3.1,3.14
36231,2.57,0.79,1.0,3.87,0.53,3.95,4.4
36232,2.28,-1.35,1.0,2.88,5.37,7.67,8.25
36233,2.85,0.39,1.0,2.88,0.27,2.43,3.15
36234,1.51,0.63,1.0,2.21,1.92,3.5,4.14
36235,1.03,0.08,1.0,2.23,0.19,3.38,2.42
36236,1.55,-0.68,1.0,0.29,1.28,1.95,1.58
36237,3.5,-0.26,1.0,5.74,-0.7,6.44,5.04
36238,3.78,-1.53,1.0,2.15,-13.89,-10.22,-11.74
36239,1.64,0.08,0.0,1.03,-0.2,0.35,0.83
36240,1.65,1.31,1.0,2.13,-2.16,-1.37,-0.03
36241,1.03,-0.6,1.0,1.83,0.41,0.6,2.24
36242,1.41,-0.67,1.0,1.98,0.1,-0.09,2.08
36243,2.12,0.19,1.0,0.89,-0.04,2.14,0.85
36244,0.76,-1.47,1.0,-0.52,1.49,2.65,0.97
36245,1.69,-1.4,1.0,1.98,2.14,3.76,4.12
36246,1.94,-1.35,1.0,-0.06,0.64,1.06,0.58
36247,2.57,-1.33,1.0,0.43,-0.42,0.2,0.01
36248,2.41,-1.6,1.0,1.49,-6.76,-5.62,-5.27
36249,1.96,-0.17,0.0,2.51,-0.04,1.77,2.47
36250,-0.25,-1.03,0.0,-0.77,0.21,-0.83,-0.56
36251,2.62,-0.76,0.0,0.7,-0.76,-0.19,-0.06
36252,3.16,2.22,1.0,5.7,-7.27,-0.54,-1.57
36253,1.65,1.08,1.0,1.79,0.54,2.2,2.34
36254,1.56,0.66,1.0,2.58,0.22,4.24,2.79
36255,2.75,0.15,1.0,4.04,-0.59,2.64,3.45
36256,0.88,-1.8,1.0,-0.3,2.28,4.26,1.98
36257,0.99,-1.29,1.0,-1.43,-1.31,-1.67,-2.73
36258,3.0,-0.08,1.0,2.2,0.22,2.5,2.42
36259,2.52,0.47,1.0,4.28,2.18,7.32,6.46
36260,2.0,1.18,0.0,3.22,-1.31,-0.15,1.91
36261,0.56,-0.47,1.0,0.32,0.15,1.47,0.47
36262,0.67,-0.94,1.0,0.28,-0.12,0.29,0.16
36263,2.94,0.35,1.0,3.49,-0.57,2.1,2.91
36264,1.52,-0.18,1.0,3.27,0.01,1.92,3.28
36265,2.35,0.72,1.0,4.15,-0.02,3.9,4.13
36266,2.88,-1.98,1.0,0.27,-6.4,-6.38,-6.13
36267,4.64,-0.3,0.0,4.61,0.02,4.45,4.62
36268,2.53,0.51,0.0,1.94,2.24,2.53,4.18
36269,2.23,-2.17,1.0,-0.56,1.46,1.11,0.9
36270,3.4,-0.32,1.0,3.52,1.0,4.77,4.52
36271,2.86,0.24,0.0,3.33,0.16,4.24,3.5
36272,1.09,0.21,1.0,1.28,0.17,-0.59,1.46
36273,1.71,-0.89,1.0,1.31,1.02,1.59,2.33
36274,0.89,-0.89,0.0,-0.14,-1.83,-2.19,-1.96
36275,3.58,-0.7,1.0,1.46,-2.37,0.03,-0.91
36276,1.71,2.19,0.0,3.08,2.78,4.66,5.86
36277,0.84,1.66,0.0,1.97,-1.08,1.88,0.89
36278,0.44,-0.6,1.0,-0.18,-0.12,-1.06,-0.31
36279,1.78,0.62,1.0,3.25,1.07,4.28,4.32
36280,1.23,-1.6,1.0,-0.31,3.36,1.92,3.04
36281,1.41,0.47,1.0,1.76,-0.28,1.2,1.48
36282,2.33,-0.08,1.0,3.13,-0.21,3.96,2.92
36283,3.68,-0.53,1.0,2.25,-2.96,-0.58,-0.7
36284,2.23,0.17,1.0,1.52,-0.26,3.04,1.27
36285,2.33,-0.36,1.0,2.43,0.32,4.17,2.75
36286,2.46,-1.18,0.0,0.47,-2.71,-2.67,-2.24
36287,2.69,-0.9,1.0,0.94,-1.41,-1.84,-0.47
36288,2.05,-1.02,1.0,2.02,0.45,2.19,2.46
36289,4.76,0.66,1.0,6.83,1.77,8.9,8.6
36290,2.45,0.47,1.0,1.3,0.24,1.3,1.55
36291,2.29,-1.0,1.0,0.51,-0.1,1.36,0.41
36292,2.42,2.22,1.0,4.89,-1.95,3.48,2.95
36293,1.25,0.47,0.0,0.9,0.57,0.18,1.47
36294,2.08,-1.03,1.0,1.05,-1.78,-1.72,-0.74
36295,1.69,0.08,1.0,1.91,0.13,1.9,2.04
36296,1.91,0.86,1.0,4.0,-0.32,2.51,3.68
36297,1.59,-0.84,1.0,0.5,-1.12,-0.54,-0.62
36298,1.61,0.01,1.0,-0.08,-0.01,-0.09,-0.09
36299,2.27,1.4,0.0,3.45,-2.42,1.13,1.03
36300,2.78,0.33,1.0,3.44,0.77,4.23,4.2
36301,1.28,-0.31,1.0,0.43,0.1,2.41,0.53
36302,2.54,-0.52,1.0,1.19,-0.0,-0.49,1.19
36303,1.43,-0.1,0.0,-0.21,0.31,-1.24,0.11
36304,2.51,0.21,1.0,1.78,0.79,3.04,2.57
36305,1.66,1.06,1.0,1.18,-3.07,-2.77,-1.9
36306,2.33,0.44,0.0,2.22,0.29,3.26,2.5
36307,2.37,1.39,1.0,5.43,1.85,4.5,7.28
36308,2.83,1.08,1.0,2.4,2.31,6.2,4.71
36309,2.55,-0.19,1.0,2.19,-0.23,2.27,1.97
36310,2.77,-0.29,1.0,2.28,0.55,0.62,2.83
36311,3.13,-2.15,1.0,-2.16,-1.35,-3.46,-3.51
36312,1.26,-1.12,1.0,-0.66,2.05,2.48,1.38
36313,2.16,-0.22,1.0,2.47,-0.17,1.86,2.29
36314,1.45,-1.29,1.0,1.59,0.48,3.39,2.07
36315,2.51,0.02,1.0,3.58,0.01,3.5,3.6
36316,1.4,-0.26,0.0,1.85,-0.27,0.53,1.58
36317,1.71,1.36,1.0,0.99,3.75,4.78,4.74
36318,1.98,-0.54,1.0,0.33,0.51,0.37,0.84
36319,2.56,-0.07,0.0,2.72,0.16,3.22,2.88
36320,2.08,1.53,1.0,2.75,1.01,3.24,3.77
36321,1.2,0.84,1.0,1.58,2.17,4.69,3.75
36322,3.54,0.78,1.0,3.27,4.22,7.22,7.49
36323,2.72,-1.33,0.0,2.07,0.72,2.93,2.79
36324,1.58,-0.41,1.0,2.21,-2.08,0.99,0.13
36325,1.48,0.13,1.0,2.51,0.26,2.78,2.78
36326,1.96,-1.55,1.0,1.37,-1.7,0.37,-0.33
36327,0.06,-0.61,1.0,-0.44,-0.0,-0.16,-0.44
36328,1.81,0.27,1.0,2.44,0.35,2.44,2.78
36329,1.31,-0.29,1.0,-0.44,-0.75,-0.74,-1.19
36330,3.3,1.01,1.0,1.94,-1.43,0.56,0.51
36331,1.55,-0.99,1.0,0.78,0.49,-0.11,1.27
36332,2.02,-1.73,0.0,0.4,-1.95,-1.37,-1.55
36333,1.83,-0.57,1.0,0.75,-1.02,-0.53,-0.28
36334,2.61,-1.9,1.0,-0.4,3.19,2.46,2.79
36335,1.64,0.57,1.0,2.21,0.07,3.33,2.29
36336,3.33,-0.4,1.0,2.43,-0.33,0.46,2.11
36337,2.51,-2.35,1.0,0.63,-9.41,-9.14,-8.78
36338,1.34,0.06,1.0,0.99,-0.11,-0.94,0.88
36339,1.81,0.75,1.0,1.66,-1.14,-0.0,0.52
36340,2.02,-0.43,1.0,2.32,0.45,1.97,2.77
36341,2.98,-0.22,0.0,1.99,0.59,2.25,2.58
36342,1.37,-0.21,1.0,0.96,0.43,1.85,1.39
36343,2.58,-0.72,0.0,2.68,-1.38,1.88,1.3
36344,2.68,-0.1,1.0,2.21,-0.27,1.57,1.94
36345,2.26,-1.07,1.0,1.86,-0.72,0.96,1.14
36346,2.39,0.92,0.0,2.53,-0.07,1.85,2.46
36347,1.89,0.69,1.0,1.84,0.55,1.41,2.39
36348,1.19,0.74,0.0,2.81,-0.27,2.96,2.54
36349,3.56,-1.14,1.0,1.49,8.37,9.46,9.86
36350,1.78,-2.35,1.0,-1.89,1.19,-1.85,-0.7
36351,-0.8,-0.16,1.0,-2.96,-0.15,-4.24,-3.11
36352,1.81,-1.18,1.0,0.9,-0.3,-0.05,0.6
36353,2.91,0.04,1.0,3.69,-0.1,3.34,3.6
36354,1.68,-2.27,1.0,0.07,8.72,7.9,8.79
36355,0.5,-0.68,0.0,-0.12,-0.43,-2.67,-0.55
36356,3.63,-0.4,1.0,2.55,2.46,5.5,5.02
36357,1.25,-2.85,0.0,-2.72,-1.95,-5.59,-4.67
36358,3.53,1.98,1.0,5.52,-10.2,-6.13,-4.68
36359,3.06,0.08,1.0,3.38,-0.24,3.74,3.14
36360,4.18,2.0,0.0,6.6,6.19,14.25,12.79
36361,1.82,0.99,0.0,2.93,1.69,4.57,4.62
36362,2.47,0.16,1.0,1.55,0.12,1.35,1.67
36363,3.57,-0.97,1.0,2.08,-3.94,-1.94,-1.85
36364,2.37,-0.8,1.0,2.15,-2.57,-0.07,-0.42
36365,2.24,1.45,0.0,2.36,-4.45,-1.08,-2.08
36366,2.1,-0.03,1.0,1.41,0.01,0.31,1.42
36367,1.3,1.97,1.0,3.46,-1.29,2.36,2.17
36368,2.15,-0.09,1.0,1.85,0.15,3.95,2.0
36369,-1.08,1.36,0.0,-0.97,-2.32,-4.51,-3.29
36370,2.15,-1.75,1.0,1.31,-4.11,-5.0,-2.8
36371,1.48,0.46,1.0,1.91,-0.09,1.59,1.82
36372,1.59,0.39,1.0,2.41,0.47,3.36,2.88
36373,1.69,0.06,1.0,1.81,-0.08,0.26,1.73
36374,2.44,1.41,1.0,2.81,3.79,7.77,6.59
36375,2.84,1.17,0.0,5.25,-0.64,5.28,4.61
36376,3.32,-0.21,1.0,2.58,0.41,2.32,2.98
36377,0.31,0.81,1.0,-0.32,0.01,1.23,-0.31
36378,1.8,0.57,1.0,2.66,-1.2,1.12,1.45
36379,0.74,0.55,0.0,2.48,-0.42,1.21,2.07
36380,-0.29,1.11,1.0,-0.07,0.15,0.53,0.08
36381,1.87,-0.92,1.0,1.49,-2.0,-1.8,-0.51
36382,1.5,0.08,0.0,3.08,0.19,4.57,3.27
36383,1.51,-0.32,0.0,0.48,-0.77,-0.12,-0.29
36384,2.18,-0.25,1.0,2.89,-1.22,2.73,1.68
36385,-0.06,0.74,0.0,-0.79,0.03,-0.31,-0.76
36386,4.64,-0.53,1.0,4.73,1.17,6.02,5.89
36387,1.24,-0.28,1.0,0.32,-0.4,0.66,-0.08
36388,1.36,1.33,1.0,3.71,0.57,3.43,4.27
36389,1.02,1.18,1.0,1.35,0.04,2.63,1.39
36390,1.01,0.97,0.0,0.63,-1.85,-1.63,-1.22
36391,2.81,0.24,0.0,3.68,-0.14,3.9,3.54
36392,1.98,-0.24,1.0,0.78,-0.3,1.28,0.48
36393,2.22,-2.34,1.0,0.43,-5.44,-3.83,-5.01
36394,1.23,-1.23,1.0,-1.76,0.69,-1.89,-1.07
36395,2.13,0.67,0.0,4.15,-2.28,4.03,1.87
36396,2.42,-1.24,1.0,1.55,-1.76,0.69,-0.21
36397,3.48,-1.46,0.0,2.73,-4.98,-1.51,-2.26
36398,2.92,-2.13,0.0,1.02,-6.52,-6.51,-5.5
36399,0.07,1.1,1.0,2.04,-0.13,-0.15,1.91
36400,2.24,-1.19,1.0,3.59,-2.31,0.34,1.28
36401,1.7,-0.3,1.0,-0.4,0.58,0.12,0.18
36402,3.17,-1.64,1.0,1.25,-4.43,-2.37,-3.18
